fold,test_rmse,test_score
0,13.790508270263672,316.07952880859375
1,13.479155540466309,305.167724609375
2,13.410122871398926,336.29052734375
3,13.474533081054688,307.8251647949219
4,13.530817031860352,310.8311767578125
