fold,test_rmse,test_score
0,14.2059965133667,348.56988525390625
1,14.864518165588379,407.4479675292969
2,14.390843391418457,450.104736328125
3,15.850220680236816,504.84576416015625
4,16.331693649291992,527.5784912109375
