fold,test_rmse,test_score
0,13.304170608520508,842.0537719726562
1,14.704424858093262,1394.5986328125
2,14.44735050201416,1141.34130859375
3,14.387482643127441,1223.999755859375
4,14.356156349182129,1142.52197265625
