fold,test_rmse,test_score
0,12.935047149658203,284.38494873046875
1,12.927227020263672,319.0066223144531
2,13.364646911621094,334.4671630859375
3,13.57761287689209,333.0369873046875
4,13.747901916503906,446.57513427734375
