fold,test_rmse,test_score
0,13.484586715698242,792.7814331054688
1,13.169249534606934,837.92236328125
2,13.444733619689941,805.767822265625
3,13.562978744506836,1012.7208862304688
4,13.360278129577637,848.1123046875
