fold,test_rmse,test_score
0,12.884027481079102,745.1019287109375
1,13.115862846374512,790.4459838867188
2,13.052987098693848,741.718505859375
3,13.49782943725586,835.9220581054688
4,13.35842514038086,865.1231079101562
