fold,test_rmse,test_score
0,15.499533653259277,1729.91259765625
1,15.518418312072754,1781.0546875
2,15.007765769958496,1579.0213623046875
3,15.18030071258545,1652.5262451171875
4,16.074779510498047,2082.4697265625
