fold,test_rmse,test_score
0,15.259390830993652,1734.5089111328125
1,16.06129264831543,1573.417236328125
2,15.373310089111328,1623.6290283203125
3,15.43105697631836,1549.7548828125
4,15.557561874389648,1553.087646484375
